Order_ID,Shipping_Mode,Days_for_shipping_real,Days_for_shipment_scheduled,Order_Item_Quantity,Sales,Order_Profit_Per_Order,Category_Name,Order_Region,Order_Date,Shipping_Date
100209,Standard Class,3,4,1.0,115.04,3.86,Sports,South,2016-12-24 10:09:43.783783784,2016-12-27 10:09:43.783783784
100210,Standard Class,9,5,2.0,185.26,25.85,Clothing,East,2018-04-19 05:51:42.702702704,2018-04-28 05:51:42.702702704
100211,First Class,4,1,1.0,171.47,20.52,Sports,East,2015-04-05 23:52:47.567567567,2015-04-09 23:52:47.567567567
100212,First Class,4,2,5.0,47.33,7.09,Clothing,South,2015-07-26 01:35:08.108108108,2015-07-30 01:35:08.108108108
100213,First Class,3,1,1.0,224.84,-6.11,Clothing,South,2018-09-13 20:26:40.000000000,2018-09-16 20:26:40.000000000
100214,Standard Class,6,5,1.0,140.91,17.27,Clothing,East,2018-04-23 15:05:13.513513504,2018-04-29 15:05:13.513513504
100215,Second Class,5,3,2.0,169.47,-8.28,Sports,South,2017-08-15 06:10:27.027027024,2017-08-20 06:10:27.027027024
100216,Standard Class,3,4,3.0,97.73,9.38,Clothing,South,2016-04-28 17:50:59.459459456,2016-05-01 17:50:59.459459456
100217,Standard Class,2,5,1.0,84.69,13.77,Clothing,East,2017-08-28 09:50:59.459459456,2017-08-30 09:50:59.459459456
100218,Second Class,5,2,2.0,305.29,59.12,Clothing,Central,2015-12-30 21:41:37.297297296,2016-01-04 21:41:37.297297296
100219,First Class,5,2,6.0,354.43,48.47,Clothing,Central,2018-08-18 13:05:35.135135136,2018-08-23 13:05:35.135135136
100220,Second Class,3,3,1.0,226.28,37.12,Clothing,East,2017-10-31 17:09:11.351351344,2017-11-03 17:09:11.351351344
100221,First Class,7,1,2.0,53.14,4.57,Clothing,East,2016-03-21 17:53:52.432432432,2016-03-28 17:53:52.432432432
100222,First Class,3,2,4.0,236.04,16.35,Clothing,South,2017-12-08 17:06:18.378378368,2017-12-11 17:06:18.378378368
100223,Standard Class,4,4,1.0,53.66,17.46,Clothing,West,2018-11-25 22:11:53.513513504,2018-11-29 22:11:53.513513504
100224,Standard Class,7,5,2.0,112.19,19.76,Clothing,West,2015-03-13 14:40:43.243243243,2015-03-20 14:40:43.243243243
100225,Standard Class,4,3,2.0,302.66,4.89,Sports,South,2018-08-02 11:16:02.162162160,2018-08-06 11:16:02.162162160
100226,Standard Class,5,5,2.0,264.39,-7.61,Electronic Supplies,South,2015-01-03 22:09:00.540540540,2015-01-08 22:09:00.540540540
100227,Same Day,4,0,1.0,232.07,16.89,Clothing,East,2017-03-06 00:50:27.027027024,2017-03-10 00:50:27.027027024
100228,Standard Class,3,3,1.0,404.8,83.13,Clothing,Central,2016-05-26 12:16:34.594594592,2016-05-29 12:16:34.594594592
100229,Second Class,8,2,2.0,248.14,28.26,Clothing,West,2018-08-14 03:52:04.324324320,2018-08-22 03:52:04.324324320
100230,First Class,4,2,1.0,46.42,-3.15,Sports,East,2017-02-22 08:14:24.864864864,2017-02-26 08:14:24.864864864
100231,Second Class,6,2,4.0,135.61,12.99,Clothing,East,2016-05-17 17:49:32.972972968,2016-05-23 17:49:32.972972968
100232,First Class,3,1,2.0,167.83,18.43,Clothing,West,2018-12-23 16:37:28.648648640,2018-12-26 16:37:28.648648640
100233,First Class,3,2,2.0,155.53,-12.95,Sports,South,2016-12-03 23:06:40.000000000,2016-12-06 23:06:40.000000000
100234,Standard Class,2,3,5.0,115.45,12.92,Clothing,East,2017-04-20 08:10:05.405405408,2017-04-22 08:10:05.405405408
100235,Standard Class,5,4,3.0,88.27,2.55,Sports,West,2015-02-18 05:28:38.918918919,2015-02-23 05:28:38.918918919
100236,Second Class,4,2,1.0,820.97,-30.25,Sports,Central,2015-02-15 07:19:38.378378378,2015-02-19 07:19:38.378378378
100237,Standard Class,6,4,5.0,133.93,31.92,Sports,West,2015-12-04 14:20:32.432432432,2015-12-10 14:20:32.432432432
100238,Standard Class,4,5,1.0,795.16,20.19,Clothing,Central,2018-11-08 09:17:50.270270272,2018-11-12 09:17:50.270270272
100239,First Class,8,2,1.0,82.12,4.65,Electronic Supplies,South,2015-10-08 14:24:51.891891892,2015-10-16 14:24:51.891891892
100240,Standard Class,3,4,3.0,264.3,14.68,Sports,Central,2016-05-01 16:00:00.000000000,2016-05-04 16:00:00.000000000
100241,Second Class,6,3,2.0,200.19,22.06,Clothing,West,2015-01-05 09:13:30.810810810,2015-01-11 09:13:30.810810810
100242,Same Day,5,0,2.0,94.7,23.8,Clothing,Central,2015-10-26 03:18:55.135135136,2015-10-31 03:18:55.135135136
100243,Second Class,5,2,1.0,127.24,1.82,Clothing,Central,2017-01-21 04:35:18.918918920,2017-01-26 04:35:18.918918920
100244,Standard Class,6,3,2.0,170.74,14.59,Electronic Supplies,East,2018-03-13 16:59:05.945945936,2018-03-19 16:59:05.945945936
100245,Standard Class,5,5,1.0,99.62,11.92,Electronic Supplies,East,2016-03-23 04:58:22.702702704,2016-03-28 04:58:22.702702704
100246,Second Class,5,2,,145.99,5.91,Sports,Central,2015-06-09 07:10:59.459459458,2015-06-14 07:10:59.459459458
100247,Standard Class,3,4,1.0,37.07,3.12,Electronic Supplies,East,2016-09-20 10:16:56.216216216,2016-09-23 10:16:56.216216216
100248,Same Day,2,0,4.0,273.82,43.14,Clothing,West,2015-04-23 12:46:50.810810810,2015-04-25 12:46:50.810810810
100249,Same Day,7,0,2.0,382.85,18.97,Clothing,West,2015-05-03 18:18:22.702702702,2015-05-10 18:18:22.702702702
100250,Second Class,5,3,4.0,231.68,19.21,Electronic Supplies,Central,2016-02-22 23:28:17.297297296,2016-02-27 23:28:17.297297296
100251,Standard Class,6,4,3.0,751.27,56.71,Sports,West,2015-04-30 20:09:22.162162162,2015-05-06 20:09:22.162162162
100252,Standard Class,4,3,3.0,268.64,27.32,Clothing,Central,2018-12-19 07:23:57.837837840,2018-12-23 07:23:57.837837840
100253,Second Class,2,2,2.0,362.43,46.92,Sports,East,2018-02-27 02:14:03.243243232,2018-03-01 02:14:03.243243232
100254,Standard Class,2,4,1.0,385.65,60.52,Electronic Supplies,Central,2018-07-30 13:07:01.621621616,2018-08-01 13:07:01.621621616
100255,Standard Class,5,5,1.0,28.84,7.64,Sports,West,2016-08-04 15:52:47.567567568,2016-08-09 15:52:47.567567568
100256,First Class,4,2,4.0,227.1,-23.32,Electronic Supplies,Central,2016-04-17 01:14:57.297297296,2016-04-21 01:14:57.297297296
100257,Second Class,3,3,4.0,70.18,6.78,Sports,South,2017-01-28 11:57:50.270270264,2017-01-31 11:57:50.270270264
100258,First Class,4,2,2.0,80.03,0.07,Clothing,East,2018-08-31 16:46:07.567567568,2018-09-04 16:46:07.567567568
100259,First Class,2,1,1.0,89.61,7.09,Electronic Supplies,Central,2018-09-09 11:13:09.189189184,2018-09-11 11:13:09.189189184
100260,Standard Class,5,3,2.0,140.71,25.39,Clothing,Central,2015-01-08 07:22:31.351351351,2015-01-13 07:22:31.351351351
100261,First Class,3,1,3.0,263.17,54.17,Electronic Supplies,South,2017-12-04 07:52:47.567567568,2017-12-07 07:52:47.567567568
100262,Same Day,6,0,2.0,228.63,47.92,Clothing,West,2016-11-10 13:54:35.675675672,2016-11-16 13:54:35.675675672
100263,Standard Class,4,4,4.0,171.03,35.72,Sports,West,2015-05-22 18:16:56.216216216,2015-05-26 18:16:56.216216216
100264,First Class,4,1,6.0,275.82,26.5,Clothing,South,2016-01-24 17:58:11.891891892,2016-01-28 17:58:11.891891892
100265,Second Class,1,3,1.0,286.94,63.67,Clothing,South,2016-06-05 17:48:06.486486488,2016-06-06 17:48:06.486486488
100266,Second Class,2,2,2.0,229.91,54.66,Clothing,West,2018-06-22 13:09:54.594594592,2018-06-24 13:09:54.594594592
100267,First Class,4,1,2.0,56.21,6.81,Electronic Supplies,Central,2018-03-12 05:54:35.675675664,2018-03-16 05:54:35.675675664
100268,Second Class,4,2,2.0,106.64,21.77,Electronic Supplies,South,2016-07-09 08:31:42.702702704,2016-07-13 08:31:42.702702704
100269,Standard Class,5,4,1.0,175.41,19.87,Clothing,Central,2017-07-11 04:22:20.540540544,2017-07-16 04:22:20.540540544
100270,Standard Class,3,3,1.0,277.76,61.89,Electronic Supplies,West,2016-07-10 19:36:12.972972968,2016-07-13 19:36:12.972972968
100271,Second Class,5,2,4.0,72.71,7.06,Electronic Supplies,West,2016-12-17 02:47:12.432432432,2016-12-22 02:47:12.432432432
100272,Second Class,6,2,2.0,171.16,10.48,Sports,West,2015-06-22 10:51:31.891891892,2015-06-28 10:51:31.891891892
100273,Second Class,5,2,2.0,62.32,1.27,Clothing,East,2018-08-08 07:34:03.243243232,2018-08-13 07:34:03.243243232
100274,Second Class,2,3,5.0,335.91,32.28,Electronic Supplies,West,2016-01-01 08:46:07.567567568,2016-01-03 08:46:07.567567568
100275,First Class,4,1,4.0,201.85,23.57,Sports,South,2017-02-03 08:15:51.351351352,2017-02-07 08:15:51.351351352
100276,First Class,2,1,1.0,71.88,2.47,Electronic Supplies,Central,2015-01-14 03:40:32.432432432,2015-01-16 03:40:32.432432432
100277,Second Class,3,2,2.0,71.57,6.44,Electronic Supplies,East,2015-10-14 10:42:52.972972972,2015-10-17 10:42:52.972972972
100278,First Class,8,2,2.0,221.81,15.06,Electronic Supplies,West,2017-05-31 06:16:12.972972976,2017-06-08 06:16:12.972972976
100279,Second Class,3,2,4.0,421.42,10.05,Sports,South,2015-04-29 09:04:51.891891892,2015-05-02 09:04:51.891891892
100280,Second Class,4,2,3.0,84.53,16.3,Clothing,Central,2018-02-18 07:47:01.621621616,2018-02-22 07:47:01.621621616
100281,Second Class,5,3,3.0,287.52,59.5,Clothing,Central,2017-05-07 21:04:08.648648640,2017-05-12 21:04:08.648648640
100282,Standard Class,5,5,2.0,121.21,23.33,Clothing,Central,2018-03-10 18:50:05.405405408,2018-03-15 18:50:05.405405408
100283,Standard Class,4,3,4.0,294.44,30.41,Clothing,Central,2015-12-16 06:56:34.594594592,2015-12-20 06:56:34.594594592
100284,Standard Class,1,3,1.0,268.83,29.09,Sports,South,2016-02-28 19:46:18.378378376,2016-02-29 19:46:18.378378376
100285,First Class,4,1,1.0,190.75,4.76,Sports,West,2015-11-05 08:50:27.027027028,2015-11-09 08:50:27.027027028
100286,Standard Class,4,4,2.0,52.33,7.49,Electronic Supplies,West,2017-11-13 20:49:43.783783776,2017-11-17 20:49:43.783783776
100287,Standard Class,2,5,1.0,268.48,33.18,Clothing,East,2016-06-08 15:57:07.027027024,2016-06-10 15:57:07.027027024
100288,First Class,4,1,1.0,238.96,80.65,Sports,West,2016-10-18 04:42:31.351351352,2016-10-22 04:42:31.351351352
100289,Standard Class,2,3,4.0,225.15,44.35,Clothing,Central,2015-11-28 18:02:31.351351352,2015-11-30 18:02:31.351351352
100290,First Class,2,2,5.0,195.82,26.48,Clothing,East,2018-10-20 09:19:16.756756752,2018-10-22 09:19:16.756756752
100291,Standard Class,4,5,2.0,97.4,10.39,Clothing,East,2018-10-14 13:01:15.675675664,2018-10-18 13:01:15.675675664
100292,Standard Class,3,4,1.0,348.6,66.27,Sports,Central,2018-03-09 07:45:35.135135136,2018-03-12 07:45:35.135135136
100293,Second Class,5,3,1.0,309.14,11.36,Clothing,East,2017-01-02 04:36:45.405405400,2017-01-07 04:36:45.405405400
100294,Standard Class,5,3,1.0,85.71,17.24,Sports,East,2016-11-09 02:50:05.405405400,2016-11-14 02:50:05.405405400
100295,Standard Class,6,5,1.0,405.16,9.33,Clothing,Central,2016-06-13 01:10:37.837837840,2016-06-19 01:10:37.837837840
100296,First Class,3,2,5.0,187.84,12.22,Electronic Supplies,Central,2016-11-14 23:08:06.486486488,2016-11-17 23:08:06.486486488
100297,Second Class,3,2,1.0,187.53,-6.95,Electronic Supplies,West,2018-09-28 11:11:42.702702704,2018-10-01 11:11:42.702702704
100298,Standard Class,2,3,2.0,153.76,24.47,Electronic Supplies,Central,2016-09-17 12:07:55.675675672,2016-09-19 12:07:55.675675672
100299,First Class,5,1,1.0,163.91,21.31,Electronic Supplies,South,2015-01-11 05:31:31.891891891,2015-01-16 05:31:31.891891891
100300,Standard Class,5,4,4.0,420.35,27.36,Electronic Supplies,Central,2015-08-15 12:38:11.891891892,2015-08-20 12:38:11.891891892
100301,Standard Class,2,3,3.0,337.48,12.04,Electronic Supplies,West,2017-03-01 15:36:56.216216216,2017-03-03 15:36:56.216216216
100302,First Class,7,2,5.0,332.85,73.33,Sports,South,2016-10-05 01:01:58.918918920,2016-10-12 01:01:58.918918920
100303,First Class,2,2,4.0,194.41,19.31,Clothing,South,2016-12-05 10:11:10.270270272,2016-12-07 10:11:10.270270272
100304,First Class,4,2,2.0,307.34,14.94,Clothing,South,2016-09-08 17:40:54.054054056,2016-09-12 17:40:54.054054056
100305,Second Class,5,3,1.0,100.25,26.44,Clothing,Central,2018-02-11 00:24:30.270270272,2018-02-16 00:24:30.270270272
100306,Same Day,6,0,3.0,251.95,14.47,Sports,East,2018-10-18 22:14:46.486486480,2018-10-24 22:14:46.486486480
100307,First Class,5,2,2.0,156.06,31.38,Clothing,East,2016-05-03 03:04:30.270270272,2016-05-08 03:04:30.270270272
100308,Standard Class,6,3,2.0,45.2,0.81,Electronic Supplies,Central,2017-04-21 19:14:35.675675680,2017-04-27 19:14:35.675675680
100309,Second Class,4,2,1.0,61.5,5.02,Electronic Supplies,Central,2018-09-27 00:07:12.432432432,2018-10-01 00:07:12.432432432
100310,Standard Class,6,4,1.0,112.06,16.83,Clothing,South,2017-04-08 15:34:03.243243240,2017-04-14 15:34:03.243243240
100311,Standard Class,2,5,2.0,225.85,23.8,Clothing,West,2017-05-18 02:35:40.540540544,2017-05-20 02:35:40.540540544
100312,Standard Class,6,3,2.0,112.13,14.52,Electronic Supplies,West,2017-02-13 13:47:23.243243240,2017-02-19 13:47:23.243243240
100313,Standard Class,4,5,3.0,117.42,7.85,Clothing,South,2017-04-29 02:37:07.027027024,2017-05-03 02:37:07.027027024
100314,Same Day,6,0,1.0,283.19,-5.05,Sports,West,2017-10-30 06:04:41.081081072,2017-11-05 06:04:41.081081072
100315,Second Class,4,2,2.0,120.21,27.32,Clothing,West,2016-10-16 17:38:01.081081080,2016-10-20 17:38:01.081081080
100316,First Class,5,1,1.0,409.54,29.39,Sports,West,2016-10-24 01:00:32.432432432,2016-10-29 01:00:32.432432432
100317,Standard Class,4,4,1.0,367.72,48.95,Clothing,Central,2015-11-30 05:07:01.621621620,2015-12-04 05:07:01.621621620
100318,Standard Class,5,3,2.0,174.9,29.06,Electronic Supplies,East,2016-05-29 10:25:35.135135136,2016-06-03 10:25:35.135135136
100319,Standard Class,2,4,1.0,281.39,37.9,Sports,South,2017-11-29 22:39:16.756756752,2017-12-01 22:39:16.756756752
100320,Standard Class,2,5,1.0,257.55,13.73,Clothing,South,2015-11-06 19:54:57.297297296,2015-11-08 19:54:57.297297296
100321,First Class,3,1,2.0,146.98,29.8,Clothing,South,2015-04-26 10:55:51.351351350,2015-04-29 10:55:51.351351350
100322,Second Class,3,3,1.0,301.89,45.61,Clothing,East,2015-08-05 07:06:40.000000000,2015-08-08 07:06:40.000000000
100323,First Class,6,2,1.0,332.22,,Electronic Supplies,South,2016-03-17 08:40:21.621621624,2016-03-23 08:40:21.621621624
100324,Standard Class,3,4,1.0,92.84,11.52,Sports,Central,2017-07-06 19:08:49.729729728,2017-07-09 19:08:49.729729728
100325,Same Day,8,0,1.0,190.53,46.6,Clothing,Central,2018-02-09 13:20:00.000000000,2018-02-17 13:20:00.000000000
100326,Second Class,4,3,1.0,189.17,9.76,Clothing,East,2017-01-09 11:59:16.756756752,2017-01-13 11:59:16.756756752
100327,First Class,3,1,3.0,299.54,42.9,Sports,East,2016-05-14 19:40:32.432432432,2016-05-17 19:40:32.432432432
100328,First Class,6,2,1.0,129.22,8.75,Sports,Central,2016-12-09 19:24:41.081081080,2016-12-15 19:24:41.081081080
100329,Standard Class,5,3,1.0,116.92,-5.25,Sports,East,2017-11-05 02:22:42.162162160,2017-11-10 02:22:42.162162160
100330,Standard Class,4,5,2.0,192.45,-9.05,Clothing,Central,2015-07-14 08:59:05.945945946,2015-07-18 08:59:05.945945946
100331,Standard Class,4,3,3.0,371.62,10.71,Sports,East,2017-10-24 09:46:40.000000000,2017-10-28 09:46:40.000000000
100332,Second Class,5,2,4.0,79.08,4.53,Sports,West,2016-03-30 12:20:54.054054056,2016-04-04 12:20:54.054054056
100333,Standard Class,3,3,3.0,88.58,25.14,Electronic Supplies,West,2017-11-21 04:12:15.135135136,2017-11-24 04:12:15.135135136
100334,Standard Class,9,4,3.0,122.94,20.39,Electronic Supplies,Central,2017-07-08 06:13:20.000000000,2017-07-17 06:13:20.000000000
100335,Standard Class,8,5,2.0,138.01,23.89,Sports,East,2015-01-01 00:00:00.000000000,2015-01-09 00:00:00.000000000
100336,Standard Class,5,5,3.0,54.73,3.23,Sports,West,2016-04-06 19:43:25.405405400,2016-04-11 19:43:25.405405400
100337,Second Class,3,3,2.0,456.61,52.47,Clothing,East,2017-10-28 19:00:10.810810800,2017-10-31 19:00:10.810810800
100338,Second Class,5,2,1.0,158.43,46.66,Electronic Supplies,East,2017-03-10 10:03:57.837837832,2017-03-15 10:03:57.837837832
100339,Standard Class,2,5,1.0,143.73,1.85,Clothing,West,2018-06-28 09:27:55.675675664,2018-06-30 09:27:55.675675664
100340,Standard Class,2,3,1.0,495.08,72.53,Clothing,South,2017-02-16 11:56:23.783783784,2017-02-18 11:56:23.783783784
100341,Standard Class,3,4,5.0,274.94,65.68,Clothing,Central,2016-11-28 02:48:38.918918920,2016-12-01 02:48:38.918918920
100342,Standard Class,4,3,2.0,121.75,22.8,Electronic Supplies,East,2016-08-13 10:19:49.189189184,2016-08-17 10:19:49.189189184
100343,Standard Class,6,4,3.0,191.9,48.77,Clothing,East,2015-09-09 08:54:46.486486484,2015-09-15 08:54:46.486486484
100344,Standard Class,5,4,2.0,167.82,21.32,Clothing,West,2015-07-02 16:23:03.783783784,2015-07-07 16:23:03.783783784
100345,Standard Class,5,4,2.0,442.05,69.97,Clothing,Central,2016-07-29 19:34:46.486486488,2016-08-03 19:34:46.486486488
100346,First Class,4,2,1.0,154.65,18.37,Clothing,Central,2016-09-05 19:31:53.513513512,2016-09-09 19:31:53.513513512
100347,First Class,4,1,1.0,67.54,10.31,Clothing,Central,2017-03-17 17:26:29.189189184,2017-03-21 17:26:29.189189184
100348,Standard Class,4,3,4.0,50.9,1.87,Electronic Supplies,South,2018-08-12 16:47:34.054054048,2018-08-16 16:47:34.054054048
100349,Standard Class,8,4,3.0,449.82,77.99,Electronic Supplies,West,2015-05-12 12:45:24.324324324,2015-05-20 12:45:24.324324324
100350,First Class,2,1,2.0,103.28,13.79,Clothing,West,2018-10-04 07:29:43.783783776,2018-10-06 07:29:43.783783776
100351,First Class,6,2,4.0,266.57,30.66,Electronic Supplies,South,2015-09-22 12:35:18.918918920,2015-09-28 12:35:18.918918920
100352,Second Class,5,2,1.0,180.67,45.12,Sports,Central,2016-02-05 10:34:14.054054052,2016-02-10 10:34:14.054054052
100353,First Class,4,1,6.0,131.52,11.67,Clothing,South,2018-08-01 00:11:31.891891888,2018-08-05 00:11:31.891891888
100354,Standard Class,5,5,2.0,145.63,30.09,Sports,West,2015-04-11 20:10:48.648648648,2015-04-16 20:10:48.648648648
100355,Standard Class,4,4,2.0,482.6,103.56,Electronic Supplies,East,2016-03-01 06:50:48.648648648,2016-03-05 06:50:48.648648648
100356,First Class,6,1,2.0,67.27,12.0,Clothing,South,2015-07-11 10:50:05.405405404,2015-07-17 10:50:05.405405404
100357,Standard Class,7,4,1.0,134.13,4.4,Clothing,South,2016-03-14 10:31:21.081081080,2016-03-21 10:31:21.081081080
100358,First Class,4,2,1.0,310.84,43.12,Electronic Supplies,South,2016-09-11 15:49:54.594594592,2016-09-15 15:49:54.594594592
100359,Second Class,3,3,3.0,74.89,19.97,Sports,Central,2016-04-21 10:28:28.108108104,2016-04-24 10:28:28.108108104
100360,First Class,5,1,4.0,405.95,-14.4,Clothing,South,2015-07-30 10:48:38.918918920,2015-08-04 10:48:38.918918920
100361,Standard Class,7,3,4.0,307.96,29.25,Sports,South,2016-09-10 04:45:24.324324320,2016-09-17 04:45:24.324324320
100362,First Class,3,1,1.0,205.75,41.76,Clothing,East,2017-04-27 15:32:36.756756752,2017-04-30 15:32:36.756756752
100363,Standard Class,5,5,2.0,124.33,12.53,Electronic Supplies,Central,2015-07-17 07:08:06.486486486,2015-07-22 07:08:06.486486486
100364,First Class,5,1,1.0,68.89,12.04,Sports,Central,2016-10-19 15:47:01.621621616,2016-10-24 15:47:01.621621616
100365,Second Class,5,3,1.0,273.03,60.81,Clothing,South,2015-08-28 16:18:44.324324324,2015-09-02 16:18:44.324324324
100366,Standard Class,3,5,3.0,1029.28,132.32,Sports,West,2015-02-10 22:06:07.567567567,2015-02-13 22:06:07.567567567
100367,Same Day,5,0,2.0,189.58,28.57,Sports,East,2018-02-03 17:01:58.918918912,2018-02-08 17:01:58.918918912
100368,Second Class,7,3,1.0,52.62,6.17,Clothing,Central,2015-10-10 01:29:22.162162160,2015-10-17 01:29:22.162162160
100369,Standard Class,3,5,1.0,232.15,31.07,Sports,Central,2016-07-21 01:07:44.864864864,2016-07-24 01:07:44.864864864
100370,Standard Class,3,5,6.0,301.62,83.91,Electronic Supplies,West,2018-05-30 03:57:50.270270272,2018-06-02 03:57:50.270270272
100371,Standard Class,8,4,1.0,94.95,9.96,Clothing,East,2015-09-04 23:41:15.675675676,2015-09-12 23:41:15.675675676
100372,Standard Class,3,5,2.0,113.34,9.27,Sports,South,2017-10-27 07:55:40.540540544,2017-10-30 07:55:40.540540544
100373,Standard Class,6,4,2.0,106.08,20.51,Clothing,West,2015-07-24 14:30:37.837837838,2015-07-30 14:30:37.837837838
100374,First Class,4,1,1.0,122.07,5.2,Clothing,West,2015-09-10 19:59:16.756756756,2015-09-14 19:59:16.756756756
100375,Standard Class,3,3,1.0,154.18,9.38,Clothing,Central,2015-01-09 18:27:01.621621621,2015-01-12 18:27:01.621621621
100376,Standard Class,6,3,2.0,98.54,6.04,Clothing,Central,2017-12-24 18:55:51.351351344,2017-12-30 18:55:51.351351344
100377,Second Class,4,2,3.0,77.22,6.91,Electronic Supplies,East,2016-11-29 13:53:09.189189184,2016-12-03 13:53:09.189189184
100378,Standard Class,4,3,2.0,193.13,17.97,Clothing,East,2015-04-17 16:28:49.729729730,2015-04-21 16:28:49.729729730
100379,Second Class,4,2,3.0,153.13,25.41,Sports,Central,2018-08-22 22:19:05.945945936,2018-08-26 22:19:05.945945936
100380,Standard Class,5,3,6.0,129.86,10.73,Clothing,South,2018-04-03 04:02:09.729729728,2018-04-08 04:02:09.729729728
100381,Standard Class,3,5,3.0,182.01,30.79,Electronic Supplies,East,2015-12-14 19:52:04.324324324,2015-12-17 19:52:04.324324324
100382,First Class,4,1,2.0,64.19,11.5,Sports,Central,2015-07-31 21:53:09.189189188,2015-08-04 21:53:09.189189188
100383,First Class,8,1,2.0,204.61,11.81,Sports,Central,2018-03-03 11:27:34.054054048,2018-03-11 11:27:34.054054048
100384,Second Class,3,3,3.0,131.6,23.35,Clothing,Central,2015-12-08 23:34:03.243243244,2015-12-11 23:34:03.243243244
100385,Second Class,5,3,3.0,201.48,37.21,Clothing,South,2015-11-18 12:30:59.459459460,2015-11-23 12:30:59.459459460
100386,Second Class,4,2,2.0,223.58,-6.9,Clothing,Central,2018-09-10 22:17:39.459459456,2018-09-14 22:17:39.459459456
100387,Standard Class,5,3,3.0,359.69,48.01,Electronic Supplies,East,2016-12-31 17:32:15.135135136,2017-01-05 17:32:15.135135136
100388,Standard Class,3,4,1.0,184.37,12.81,Clothing,West,2015-07-12 21:54:35.675675676,2015-07-15 21:54:35.675675676
100389,Second Class,8,3,2.0,344.94,73.9,Sports,Central,2018-12-17 20:19:27.567567568,2018-12-25 20:19:27.567567568
100390,Second Class,4,3,1.0,139.88,9.61,Sports,Central,2018-02-05 04:06:29.189189184,2018-02-09 04:06:29.189189184
100391,Same Day,3,0,1.0,144.28,0.41,Clothing,Central,2015-09-28 08:53:20.000000000,2015-10-01 08:53:20.000000000
100392,Standard Class,2,4,1.0,162.54,17.49,Sports,East,2015-03-01 22:04:41.081081081,2015-03-03 22:04:41.081081081
100393,Standard Class,3,3,3.0,285.2,10.91,Sports,Central,2017-10-14 04:15:08.108108112,2017-10-17 04:15:08.108108112
100394,Second Class,4,2,2.0,259.85,46.24,Sports,Central,2015-06-07 20:06:29.189189188,2015-06-11 20:06:29.189189188
100395,Standard Class,4,3,1.0,188.25,8.53,Clothing,South,2017-05-09 08:08:38.918918912,2017-05-13 08:08:38.918918912
100396,Second Class,6,2,2.0,77.63,8.43,Clothing,Central,2015-03-23 20:12:15.135135135,2015-03-29 20:12:15.135135135
100397,Second Class,4,3,2.0,256.85,60.02,Clothing,West,2016-08-14 21:24:19.459459456,2016-08-18 21:24:19.459459456
100398,Standard Class,3,3,1.0,98.5,19.49,Electronic Supplies,West,2016-10-07 23:10:59.459459456,2016-10-10 23:10:59.459459456
100399,Second Class,5,2,3.0,95.08,14.09,Sports,East,2018-01-11 07:49:54.594594592,2018-01-16 07:49:54.594594592
100400,Second Class,5,2,4.0,82.27,8.21,Clothing,East,2018-12-28 01:50:59.459459456,2019-01-02 01:50:59.459459456
100401,Standard Class,-2,3,4.0,163.36,22.97,Electronic Supplies,Central,2015-02-05 01:48:06.486486486,2015-02-08 01:48:06.486486486
100402,Second Class,3,3,3.0,379.03,62.58,Clothing,West,2016-11-13 12:03:36.216216216,2016-11-16 12:03:36.216216216
100403,First Class,2,2,2.0,92.07,2.86,Electronic Supplies,West,2017-02-26 17:27:55.675675672,2017-02-28 17:27:55.675675672
100404,Second Class,5,3,1.0,513.41,91.44,Electronic Supplies,West,2017-02-15 00:51:53.513513512,2017-02-20 00:51:53.513513512
100405,Standard Class,5,5,1.0,311.49,6.81,Electronic Supplies,Central,2017-06-22 04:23:47.027027024,2017-06-27 04:23:47.027027024
100406,Second Class,4,3,1.0,66.55,10.37,Electronic Supplies,South,2017-10-11 06:06:07.567567568,2017-10-15 06:06:07.567567568
100407,Standard Class,6,3,6.0,134.45,2.88,Clothing,Central,2018-09-15 07:31:10.270270272,2018-09-21 07:31:10.270270272
100408,Standard Class,6,4,1.0,87.69,23.42,Clothing,East,2016-05-08 23:22:31.351351352,2016-05-14 23:22:31.351351352
100409,Second Class,5,2,1.0,265.66,45.45,Sports,East,2015-03-16 12:49:43.783783784,2015-03-21 12:49:43.783783784
100410,Standard Class,6,5,4.0,90.71,-1.31,Clothing,Central,2017-01-10 23:03:47.027027024,2017-01-16 23:03:47.027027024
100411,Standard Class,3,5,5.0,60.12,6.61,Clothing,East,2017-01-24 02:44:19.459459456,2017-01-27 02:44:19.459459456
100412,Same Day,2,0,3.0,139.53,9.53,Sports,West,2018-09-06 13:04:08.648648640,2018-09-08 13:04:08.648648640
100413,Same Day,3,0,1.0,368.75,21.69,Clothing,South,2018-02-15 09:38:01.081081072,2018-02-18 09:38:01.081081072
100414,First Class,2,2,1.0,152.15,18.53,Electronic Supplies,South,2016-01-21 19:49:11.351351352,2016-01-23 19:49:11.351351352
100415,First Class,4,2,2.0,223.41,7.99,Electronic Supplies,East,2018-04-09 00:20:10.810810800,2018-04-13 00:20:10.810810800
100416,Standard Class,7,3,1.0,229.11,39.16,Electronic Supplies,West,2017-11-03 15:18:11.891891888,2017-11-10 15:18:11.891891888
100417,Standard Class,2,3,1.0,64.52,10.73,Sports,Central,2017-09-23 17:12:04.324324320,2017-09-25 17:12:04.324324320
